extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
1329,16.3693,0.234008,397.68,4.85733
1330,16.405,0.217214,397.965,4.5173
1331,16.4425,0.204916,398.215,4.27004
1332,16.4812,0.196601,398.442,4.10497
1333,16.5207,0.191845,398.655,4.01328
1334,16.5605,0.190299,398.861,3.98766
1335,16.6004,0.19167,399.068,4.02196
1336,16.64,0.195709,399.281,4.11088
1337,16.6791,0.202193,399.506,4.2497
1338,16.7174,0.210919,399.749,4.43406
1339,16.7547,0.221686,400.015,4.65969
1340,16.7906,0.234285,400.311,4.92214
1341,16.8248,0.248486,400.642,5.21651
1342,16.8571,0.264021,401.015,5.53711
1343,16.8871,0.280569,401.436,5.87717
1344,16.9145,0.297745,401.91,6.22862
1345,16.9392,0.315089,402.442,6.58186
1346,16.961,0.332069,403.033,6.92585
1347,16.9798,0.34809,403.686,7.2483
1348,16.9957,0.362519,404.397,7.53618
1349,17.0091,0.374718,405.161,7.77656
1350,17.0203,0.3841,405.969,7.95753
1351,17.0298,0.390177,406.808,8.06939
1352,17.0385,0.392615,407.664,8.10566
1353,17.0471,0.391269,408.521,8.06384
1354,17.0563,0.386202,409.362,7.94568
1355,17.0669,0.377677,410.172,7.75705
1356,17.0797,0.366127,410.938,7.50724
1357,17.0949,0.352106,411.651,7.20797
1358,17.113,0.336238,412.304,6.8723
1359,17.1341,0.319167,412.895,6.51362
1360,17.1583,0.301517,413.424,6.14484
1361,17.1853,0.283868,413.894,5.77793
1362,17.215,0.266749,414.308,5.4238
1363,17.2472,0.250647,414.674,5.0925
1364,17.2815,0.23603,414.997,4.79381
1365,17.3175,0.223389,415.285,4.53805
1366,17.355,0.21329,415.545,4.33729
1367,17.3935,0.206437,415.785,4.20657
1368,17.4326,0.203733,416.015,4.16509
1369,17.4717,0.206314,416.246,4.2367
1370,17.5102,0.215528,416.492,4.44926
1371,17.5473,0.232857,416.771,4.83286
1372,17.5815,0.259806,417.11,5.41769
1373,17.6111,0.297797,417.547,6.23227
1374,17.6336,0.348046,418.136,7.30092
1375,17.6453,0.41128,418.952,8.63798
1376,17.6412,0.487173,420.098,10.2357
1377,17.6156,0.573362,421.698,12.0434
1378,17.562,0.664185,423.879,13.9417
1379,17.4763,0.749747,426.73,15.7227
1380,17.3592,0.816576,430.232,17.105
1381,17.2192,0.851072,434.202,17.8061
1382,17.0722,0.845054,438.305,17.6585
1383,16.9369,0.799891,442.155,16.6947
1384,16.8273,0.725748,445.456,15.1304
1385,16.7499,0.636616,448.079,13.2594
1386,16.7037,0.54509,450.046,11.3447
1387,16.6838,0.459725,451.465,9.56376
1388,16.6839,0.384959,452.466,8.00791
1389,16.6984,0.322229,453.167,6.70581
1390,16.7229,0.27121,453.66,5.64963
1391,16.7541,0.230735,454.014,4.81419
1392,16.79,0.199357,454.274,4.16887
1393,16.8288,0.17567,454.472,3.68418
1394,16.8697,0.158483,454.63,3.33575
1395,16.9118,0.146955,454.762,3.10704
1396,16.9547,0.14071,454.881,2.9921
1397,16.998,0.139968,454.994,2.99814
1398,17.0411,0.145647,455.112,3.14756
1399,17.0835,0.159401,455.249,3.47801
1400,17.1243,0.183551,455.423,4.04067
1401,17.162,0.220983,455.668,4.89838
1402,17.1941,0.275099,456.039,6.12533
1403,17.2164,0.349707,456.631,7.80492
1404,17.2218,0.448483,457.601,10.0175
1405,17.1992,0.573318,459.194,12.8032
1406,17.1331,0.720753,461.755,16.0825
1407,17.006,0.876397,465.669,19.5328
1408,16.8078,1.01066,471.151,22.4953
1409,16.5507,1.08456,477.926,24.1076
1410,16.2747,1.07107,485.094,23.7775
1411,16.0307,0.975886,491.534,21.6422
1412,15.8508,0.832893,496.534,18.4602
1413,15.7391,0.680079,500.013,15.0756
1414,15.6821,0.542521,502.278,12.0419
1415,15.6626,0.430714,503.712,9.58803
1416,15.6665,0.345825,504.626,7.73552
1417,15.6845,0.284662,505.233,6.40925
1418,15.7106,0.242532,505.661,5.5011
1419,15.7413,0.214612,505.985,4.90147
1420,15.7749,0.19665,506.25,4.51537
1421,15.81,0.185303,506.481,4.2698
1422,15.8461,0.178209,506.69,4.1142
1423,15.8828,0.173837,506.887,4.01636
1424,15.92,0.171263,507.077,3.95702
1425,15.9573,0.169954,507.262,3.92526
1426,15.9948,0.169623,507.446,3.91517
1427,16.0323,0.170119,507.629,3.92371
1428,16.0698,0.171374,507.815,3.9495
1429,16.1073,0.173361,508.003,3.992
1430,16.1445,0.17608,508.197,4.05119
1431,16.1815,0.179539,508.397,4.12726
1432,16.2182,0.183757,508.606,4.22058
1433,16.2545,0.188753,508.826,4.33158
1434,16.2902,0.194553,509.058,4.4608
1435,16.3254,0.201187,509.305,4.60895
1436,16.3598,0.208694,509.57,4.7769
1437,16.3933,0.217124,509.855,4.96589
1438,16.4259,0.226546,510.165,5.17758
1439,16.4572,0.237056,510.503,5.41432
1440,16.4871,0.248783,510.874,5.67934
1441,16.5154,0.261907,511.283,5.97704
1442,16.5416,0.276669,511.738,6.31335
1443,16.5655,0.293384,512.248,6.69599
1444,16.5865,0.312451,512.824,7.1347
1445,16.6041,0.334349,513.482,7.64112
1446,16.6172,0.359618,514.239,8.22819
1447,16.625,0.38879,515.121,8.90863
1448,16.626,0.422279,516.158,9.69223
1449,16.6186,0.460196,517.39,10.5814
1450,16.6009,0.502094,518.858,11.5655
1451,16.5711,0.54668,520.606,12.6136
1452,16.5276,0.591562,522.671,13.6695
1453,16.4698,0.63319,525.068,14.6497
1454,16.3984,0.667164,527.776,15.4514
1455,16.3164,0.689008,530.727,15.97
1456,16.2288,0.695299,533.805,16.1259
1457,16.1418,0.684707,536.867,15.8885
1458,16.0615,0.658447,539.768,15.2862
1459,15.9929,0.619875,542.395,14.3976
1460,15.9387,0.57348,544.684,13.3275
1461,15.8997,0.52378,546.619,12.181
1462,15.875,0.474537,548.22,11.0456
1463,15.8627,0.428439,549.531,9.98401
1464,15.8609,0.387125,550.601,9.03408
1465,15.8672,0.351393,551.479,8.21429
1466,15.88,0.32145,552.21,7.52927
1467,15.8976,0.297128,552.829,6.97488
1468,15.9188,0.278041,553.365,6.54192
1469,15.9426,0.263696,553.842,6.21869
1470,15.9682,0.253563,554.278,5.99267
1471,15.995,0.247118,554.688,5.85154
1472,16.0225,0.243873,555.083,5.78386
1473,16.0502,0.243388,555.473,5.77942
1474,16.0779,0.245279,555.866,5.82933
1475,16.1053,0.249215,556.268,5.92599
1476,16.1319,0.254914,556.687,6.06287
1477,16.1578,0.262127,557.127,6.23423
1478,16.1825,0.270627,557.595,6.43481
1479,16.2058,0.280194,558.094,6.65949
1480,16.2276,0.290603,558.631,6.90296
1481,16.2478,0.30161,559.208,7.15945
1482,16.266,0.312943,559.829,7.42254
1483,16.2823,0.324298,560.496,7.68502
1484,16.2967,0.335337,561.211,7.93893
1485,16.309,0.345697,561.971,8.17569
1486,16.3194,0.354998,562.775,8.38641
1487,16.3281,0.362865,563.619,8.56236
1488,16.3355,0.36895,564.494,8.69551
1489,16.3418,0.37296,565.392,8.77913
1490,16.3475,0.374678,566.303,8.80839
1491,16.353,0.373986,567.215,8.78079
1492,16.359,0.370875,568.117,8.69639
1493,16.3659,0.365445,568.996,8.55782
1494,16.374,0.357894,569.844,8.37003
1495,16.3838,0.348503,570.65,8.13981
1496,16.3956,0.337608,571.41,7.87525
1497,16.4096,0.325576,572.119,7.58506
1498,16.4258,0.312779,572.775,7.27804
1499,16.4443,0.299573,573.377,6.96255
1500,16.465,0.286283,573.928,6.64621
1501,16.4878,0.273197,574.429,6.33565
1502,16.5126,0.260554,574.885,6.03645
1503,16.5392,0.248552,575.299,5.75309
1504,16.5674,0.237346,575.676,5.48909
1505,16.5971,0.227053,576.019,5.24709
1506,16.628,0.21776,576.335,5.02899
1507,16.6601,0.209528,576.625,4.83609
1508,16.6931,0.202397,576.895,4.66922
1509,16.7269,0.196394,577.148,4.52888
1510,16.7613,0.191535,577.387,4.41536
1511,16.7962,0.187831,577.615,4.3288
1512,16.8315,0.185291,577.836,4.26934
1513,16.867,0.183925,578.052,4.23716
1514,16.9027,0.183752,578.267,4.23263
1515,16.9384,0.184801,578.482,4.25639
1516,16.9739,0.187117,578.701,4.30952
1517,17.0092,0.190772,578.928,4.39373
1518,17.0441,0.195875,579.165,4.51162
1519,17.0784,0.202583,579.417,4.66707
1520,17.1119,0.211128,579.688,4.86575
1521,17.1443,0.221843,579.986,5.11582
1522,17.1753,0.235198,580.317,5.4288
1523,17.2044,0.251842,580.694,5.82059
1524,17.2309,0.272652,581.132,6.31257
1525,17.2539,0.298764,581.653,6.93223
1526,17.272,0.331563,582.288,7.71295
1527,17.2833,0.372603,583.083,8.69184
1528,17.2852,0.42337,584.102,9.90406
1529,17.2737,0.484823,585.434,11.372
1530,17.2441,0.556633,587.193,13.0871
1531,17.1909,0.636105,589.509,14.9847
1532,17.109,0.717057,592.501,16.9175
1533,16.9961,0.7894,596.224,18.6464
1534,16.8556,0.84062,600.596,19.875
1535,16.6981,0.859733,605.364,20.344
1536,16.5398,0.842196,610.146,19.9468
1537,16.397,0.792302,614.556,18.7863
1538,16.2808,0.721053,618.335,17.1237
1539,16.1948,0.641333,621.397,15.2644
1540,16.1367,0.563834,623.796,13.4616
1541,16.1016,0.495426,625.653,11.8775
1542,16.0835,0.439435,627.105,10.59
1543,16.0775,0.39665,628.274,9.61642
1544,16.0796,0.36632,629.253,8.93736
1545,16.0866,0.346878,630.116,8.51423
1546,16.0966,0.336449,630.913,8.30158
1547,16.1077,0.333162,631.684,8.25477
1548,16.1189,0.33533,632.456,8.33397
1549,16.1293,0.341514,633.25,8.50531
1550,16.1382,0.350496,634.083,8.7402
1551,16.1451,0.361232,634.965,9.0139
1552,16.1498,0.372792,635.904,9.30422
1553,16.152,0.384322,636.904,9.59055
1554,16.1518,0.39502,637.963,9.85348
1555,16.1494,0.404148,639.076,10.0751
1556,16.1451,0.411052,640.234,10.2394
1557,16.1395,0.415199,641.423,10.3338
1558,16.1333,0.416216,642.625,10.3492
1559,16.1272,0.413915,643.822,10.2815
1560,16.122,0.408311,644.995,10.1315
1561,16.1184,0.399605,646.126,9.90456
1562,16.117,0.388158,647.2,9.61005
1563,16.1183,0.374446,648.205,9.26004
1564,16.1227,0.359006,649.134,8.8681
1565,16.1303,0.342389,649.981,8.44808
1566,16.1411,0.325124,650.748,8.01312
1567,16.1551,0.307682,651.436,7.57495
1568,16.1721,0.290466,652.049,7.14355
1569,16.1918,0.273806,652.595,6.72705
1570,16.2141,0.257962,653.079,6.33185
1571,16.2386,0.243135,653.508,5.96281
1572,16.2651,0.229473,653.889,5.62363
1573,16.2933,0.217094,654.229,5.31709
1574,16.3229,0.206087,654.534,5.0454
1575,16.3538,0.196531,654.81,4.81045
1576,16.3857,0.188498,655.063,4.61394
1577,16.4184,0.18206,655.297,4.45757
1578,16.4518,0.17729,655.517,4.34301
1579,16.4856,0.17426,655.727,4.27189
1580,16.5196,0.17304,655.933,4.24566
1581,16.5537,0.173687,656.138,4.26551
1582,16.5877,0.176244,656.347,4.33215
1583,16.6214,0.180732,656.565,4.44579
1584,16.6546,0.187148,656.797,4.60603
1585,16.6871,0.195462,657.048,4.81184
1586,16.7186,0.205616,657.324,5.06158
1587,16.7489,0.217523,657.63,5.35291
1588,16.7777,0.231065,657.975,5.68272
1589,16.8047,0.24608,658.365,6.04698
1590,16.8296,0.262363,658.807,6.44054
1591,16.852,0.279648,659.309,6.85689
1592,16.8717,0.297607,659.878,7.28799
1593,16.8884,0.31584,660.52,7.72418
1594,16.902,0.333882,661.239,8.15423
1595,16.9122,0.351213,662.037,8.56574
1596,16.9192,0.367286,662.913,8.94575
1597,16.9231,0.381568,663.864,9.28178
1598,16.9241,0.393591,664.882,9.56312
1599,16.9228,0.403019,665.955,9.7823
1600,16.9197,0.409698,667.071,9.93653
1601,16.9153,0.413717,668.215,10.0289
1602,16.9102,0.415427,669.375,10.069
1603,16.9049,0.415451,670.539,10.0729
1604,16.8997,0.414651,671.701,10.0624
1605,16.8946,0.414069,672.86,10.0635
1606,16.8895,0.41483,674.022,10.1037
1607,16.8839,0.418017,675.198,10.209
1608,16.8771,0.424517,676.405,10.3999
1609,16.8683,0.434861,677.665,10.6878
1610,16.8564,0.449088,679.004,11.0716
1611,16.8404,0.466665,680.446,11.5362
1612,16.8194,0.486473,682.013,12.0525
1613,16.7928,0.506894,683.721,12.5797
1614,16.7604,0.52597,685.572,13.0691
1615,16.7228,0.541657,687.552,13.4705
1616,16.6811,0.552128,689.634,13.7395
1617,16.637,0.556094,691.773,13.8453
1618,16.5926,0.553044,693.917,13.7768
1619,16.5501,0.543344,696.012,13.5444
1620,16.5113,0.528152,698.015,13.1782
1621,16.4774,0.509183,699.893,12.7217
1622,16.4491,0.488399,701.633,12.224
1623,16.4265,0.467696,703.233,11.7321
1624,16.4089,0.448669,704.706,11.2849
1625,16.3957,0.432458,706.072,10.9095
1626,16.386,0.419685,707.354,10.6198
1627,16.3788,0.410478,708.575,10.4176
1628,16.3733,0.404547,709.756,10.2941
1629,16.3688,0.4013,710.914,10.2336
1630,16.3647,0.399973,712.061,10.2167
1631,16.3607,0.399739,713.207,10.2224
1632,16.3567,0.399807,714.353,10.2312
1633,16.3527,0.399476,715.5,10.226
1634,16.3488,0.398184,716.643,10.193
1635,16.3453,0.395521,717.774,10.1226
1636,16.3425,0.39124,718.886,10.0091
1637,16.3409,0.385244,719.968,9.85047
1638,16.3407,0.377569,721.012,9.64827
1639,16.3423,0.368361,722.009,9.40653
1640,16.3459,0.357844,722.953,9.1313
1641,16.3517,0.346291,723.84,8.82977
1642,16.3598,0.333995,724.667,8.5096
1643,16.3703,0.321248,725.433,8.1783
1644,16.3831,0.30832,726.14,7.84287
1645,16.3982,0.295453,726.79,7.50946
1646,16.4153,0.282848,727.385,7.18325
1647,16.4345,0.270671,727.93,6.86843
1648,16.4555,0.259053,728.428,6.56829
1649,16.4782,0.248088,728.884,6.28525
1650,16.5024,0.237849,729.303,6.02108
1651,16.5279,0.228382,729.688,5.77697
1652,16.5546,0.219722,730.043,5.55373
1653,16.5824,0.211889,730.373,5.35187
1654,16.6111,0.204897,730.679,5.17172
1655,16.6407,0.198757,730.967,5.01351
1656,16.6708,0.193478,731.238,4.87745
1657,16.7016,0.18907,731.496,4.76375
1658,16.7328,0.185546,731.743,4.67269
1659,16.7644,0.182921,731.982,4.6046
1660,16.7963,0.181213,732.215,4.55986
1661,16.8284,0.180443,732.445,4.53893
1662,16.8605,0.180632,732.675,4.54226
1663,16.8926,0.181803,732.905,4.57036
1664,16.9246,0.183977,733.14,4.62365
1665,16.9563,0.187176,733.382,4.70254
1666,16.9878,0.191414,733.634,4.80733
1667,17.0187,0.196705,733.898,4.93823
1668,17.0491,0.203054,734.178,5.09528
1669,17.0787,0.21046,734.478,5.27841
1670,17.1074,0.218917,734.801,5.48733
1671,17.1351,0.228407,735.151,5.7216
1672,17.1615,0.238905,735.533,5.98055
1673,17.1865,0.250372,735.952,6.26325
1674,17.2098,0.262762,736.412,6.56852
1675,17.2313,0.27601,736.919,6.89487
1676,17.2507,0.290038,737.478,7.24045
1677,17.2678,0.304749,738.094,7.60295
1678,17.2823,0.320024,738.774,7.97955
1679,17.2941,0.335717,739.523,8.36677
1680,17.3029,0.35165,740.345,8.76033
1681,17.3086,0.367604,741.245,9.15492
1682,17.311,0.383317,742.226,9.54405
1683,17.3101,0.39847,743.289,9.91982
1684,17.3058,0.412693,744.434,10.2729
1685,17.2984,0.425561,745.656,10.5926
1686,17.2881,0.43661,746.949,10.8671
1687,17.2754,0.445363,748.302,11.0843
1688,17.2607,0.451365,749.701,11.2326
1689,17.2449,0.454232,751.128,11.3022
1690,17.2287,0.453694,752.562,11.2863
1691,17.2131,0.449638,753.981,11.182
1692,17.1988,0.442141,755.363,10.9915
1693,17.1867,0.431467,756.689,10.7216
1694,17.1776,0.41807,757.942,10.3841
1695,17.1717,0.402572,759.11,9.99536
1696,17.1695,0.385761,760.188,9.57623
1697,17.1709,0.368629,761.174,9.15349
1698,17.1758,0.352485,762.075,8.76339
1699,17.1836,0.339216,762.905,8.45922
1700,17.1934,0.331735,763.688,8.32385
1701,17.2037,0.334592,764.466,8.48502
1702,17.2119,0.354368,765.306,9.12179
1703,17.2136,0.399149,766.328,10.4445
1704,17.2014,0.476702,767.735,12.647
1705,17.1625,0.591839,769.862,15.845
1706,17.0782,0.742549,773.223,19.9777
1707,16.9248,0.91312,778.447,24.6198
1708,16.6856,1.06674,785.978,28.7796
1709,16.3726,1.15094,795.484,31.0472
1710,16.0384,1.1282,805.537,30.423
1711,15.7498,1.00807,814.338,27.1778
1712,15.5448,0.837875,820.869,22.5971
1713,15.4219,0.665473,825.178,17.9733
1714,15.3599,0.518039,827.842,14.0367
1715,15.3368,0.403971,829.462,11.01
1716,15.3364,0.321644,830.471,8.84431
1717,15.3487,0.265659,831.138,7.38773
1718,15.3679,0.229785,831.62,6.4657
1719,15.3909,0.208193,832.002,5.91701
1720,15.4159,0.196071,832.331,5.61188
1721,15.442,0.18989,832.634,5.45759
1722,15.4685,0.187306,832.924,5.39404
1723,15.4953,0.186876,833.211,5.38465
1724,15.522,0.18774,833.498,5.40783
1725,15.5487,0.189394,833.789,5.45082
1726,15.5752,0.19153,834.086,5.50585
1727,15.6015,0.193956,834.39,5.56794
1728,15.6276,0.196541,834.701,5.63362
1729,15.6534,0.199185,835.02,5.70029
1730,15.679,0.201812,835.347,5.76582
1731,15.7043,0.204354,835.682,5.82841
1732,15.7293,0.206753,836.025,5.88645
1733,15.7542,0.208955,836.375,5.9385
1734,15.7788,0.210914,836.73,5.98329
1735,15.8033,0.212588,837.092,6.01976
1736,15.8276,0.213944,837.458,6.047
1737,15.8518,0.214955,837.827,6.06435
1738,15.8759,0.215601,838.198,6.07138
1739,15.9,0.215875,838.57,6.06792
1740,15.9242,0.215775,838.942,6.05406
1741,15.9484,0.215311,839.312,6.03019
1742,15.9728,0.214505,839.679,5.99695
1743,15.9973,0.213384,840.042,5.95526
1744,16.022,0.211989,840.4,5.9063
1745,16.0469,0.210366,840.752,5.85147
1746,16.0721,0.208572,841.098,5.79241
1747,16.0975,0.206669,841.437,5.7309
1748,16.1232,0.204726,841.77,5.6689
1749,16.1491,0.202816,842.096,5.60845
1750,16.1754,0.201015,842.415,5.55168
1751,16.2018,0.199401,842.728,5.50072
1752,16.2285,0.19805,843.037,5.45768
1753,16.2553,0.197038,843.342,5.42458
1754,16.2823,0.196437,843.643,5.40329
1755,16.3094,0.19631,843.943,5.3955
1756,16.3365,0.196712,844.244,5.40259
1757,16.3635,0.197689,844.546,5.42564
1758,16.3905,0.199269,844.852,5.46532
1759,16.4173,0.201469,845.164,5.52189
1760,16.4438,0.204285,845.483,5.59512
1761,16.47,0.207699,845.812,5.68431
1762,16.4959,0.211672,846.152,5.78824
1763,16.5212,0.216146,846.506,5.90523
1764,16.546,0.221047,846.876,6.0331
1765,16.5703,0.226282,847.262,6.16926
1766,16.5938,0.231744,847.666,6.31072
1767,16.6167,0.237311,848.09,6.45415
1768,16.6389,0.242853,848.533,6.59596
1769,16.6603,0.24823,848.996,6.73242
1770,16.6811,0.2533,849.479,6.85971
1771,16.7012,0.25792,849.979,6.97407
1772,16.7206,0.261956,850.495,7.07195
1773,16.7396,0.265282,851.025,7.15012
1774,16.7581,0.267792,851.566,7.20582
1775,16.7764,0.269398,852.115,7.23689
1776,16.7945,0.27004,852.667,7.24186
1777,16.8126,0.269683,853.218,7.22001
1778,16.8308,0.268325,853.765,7.17145
1779,16.8494,0.265992,854.304,7.09703
1780,16.8684,0.262735,854.83,6.99834
1781,16.888,0.258634,855.341,6.87761
1782,16.9083,0.253786,855.833,6.73759
1783,16.9293,0.248304,856.305,6.58138
1784,16.9512,0.242311,856.754,6.41238
1785,16.974,0.235936,857.181,6.23404
1786,16.9976,0.229308,857.584,6.04985
1787,17.0222,0.222554,857.963,5.86317
1788,17.0476,0.215794,858.319,5.67719
1789,17.0739,0.209141,858.654,5.4949
1790,17.1011,0.202699,858.967,5.31904
1791,17.1289,0.196566,859.262,5.15213
1792,17.1575,0.190832,859.538,4.99654
1793,17.1867,0.185585,859.799,4.85456
1794,17.2165,0.180913,860.046,4.72855
1795,17.2468,0.176916,860.281,4.62121
1796,17.2774,0.173715,860.507,4.53589
1797,17.3084,0.171475,860.726,4.47717
1798,17.3396,0.170427,860.94,4.45169
1799,17.3709,0.17092,861.154,4.46937
1800,17.4021,0.173476,861.372,4.54518
1801,17.4329,0.178882,861.601,4.70152
1802,17.4631,0.188294,861.85,4.9711
1803,17.4919,0.203355,862.134,5.39983
1804,17.5187,0.226287,862.479,6.0492
1805,17.5418,0.259942,862.923,6.99729
1806,17.5589,0.307764,863.534,8.33791
1807,17.5661,0.373607,864.42,10.176
1808,17.5567,0.461178,865.758,12.6126
1809,17.521,0.572627,867.822,15.7067
1810,17.4449,0.705567,870.994,19.3926
1811,17.3127,0.848341,875.711,23.3499
1812,17.114,0.975975,882.25,26.8919
1813,16.8571,1.05394,890.388,29.069
1814,16.5754,1.05535,899.199,29.1426
1815,16.3154,0.980663,907.407,27.126
1816,16.1108,0.857479,914.083,23.7782
1817,15.9699,0.7206,918.997,20.0551
1818,15.8832,0.594771,922.413,16.6342
1819,15.8356,0.490959,924.748,13.813
1820,15.8137,0.410504,926.368,11.6245
1821,15.8083,0.35009,927.529,9.97549
1822,15.8135,0.305051,928.396,8.7377
1823,15.8255,0.271048,929.072,7.79396
1824,15.8421,0.244686,929.615,7.05387
1825,15.8621,0.223567,930.065,6.4542
1826,15.8846,0.206094,930.444,5.95322
1827,15.9089,0.191242,930.768,5.52411
1828,15.9349,0.178357,931.049,5.14975
1829,15.9621,0.167016,931.294,4.81893
1830,15.9904,0.156936,931.51,4.5241
1831,16.0196,0.147919,931.7,4.25986
1832,16.0496,0.13982,931.87,4.02217
1833,16.0802,0.132524,932.022,3.80785
1834,16.1114,0.125942,932.158,3.61429
1835,16.1431,0.119998,932.282,3.43933
1836,16.1753,0.114627,932.394,3.28111
1837,16.2079,0.109775,932.497,3.13805
1838,16.2408,0.105394,932.591,3.00878
1839,16.274,0.101447,932.677,2.89214
1840,16.3075,0.0978969,932.758,2.78713
1841,16.3412,0.0947166,932.833,2.6929
1842,16.3752,0.0918818,932.903,2.60875
1843,16.4093,0.0893727,932.97,2.53407
1844,16.4436,0.0871735,933.032,2.46841
1845,16.4781,0.085272,933.092,2.41138
1846,16.5128,0.0836589,933.15,2.3627
1847,16.5475,0.0823283,933.205,2.32216
1848,16.5824,0.0812767,933.258,2.28965
1849,16.6174,0.0805034,933.311,2.2651
1850,16.6525,0.0800097,933.362,2.24853
1851,16.6877,0.0797991,933.413,2.24
1852,16.7229,0.0798769,933.464,2.23962
1853,16.7581,0.0802502,933.515,2.24755
1854,16.7935,0.0809273,933.567,2.26398
1855,16.8288,0.0819178,933.619,2.28913
1856,16.8641,0.0832321,933.673,2.32325
1857,16.8994,0.0848813,933.729,2.3666
1858,16.9347,0.0868771,933.788,2.41944
1859,16.97,0.0892312,933.849,2.48204
1860,17.0052,0.0919554,933.914,2.55469
1861,17.0402,0.0950613,933.982,2.63763
1862,17.0752,0.0985596,934.056,2.7311
1863,17.11,0.102461,934.135,2.83532
1864,17.1446,0.106773,934.221,2.95048
1865,17.1791,0.111505,934.315,3.07672
1866,17.2132,0.116661,934.416,3.2141
1867,17.2471,0.122243,934.528,3.36266
1868,17.2806,0.128253,934.65,3.52229
1869,17.3137,0.134684,934.784,3.69283
1870,17.3463,0.141527,934.932,3.87395
1871,17.3785,0.148769,935.095,4.0652
1872,17.41,0.156386,935.275,4.26596
1873,17.441,0.164352,935.474,4.47542
1874,17.4712,0.172632,935.693,4.69261
1875,17.5006,0.181182,935.933,4.91638
1876,17.5292,0.189957,936.197,5.14549
1877,17.5569,0.198905,936.487,5.37867
1878,17.5836,0.207983,936.803,5.61482
1879,17.6093,0.217156,937.148,5.85326
1880,17.6338,0.226419,937.523,6.09423
1881,17.6572,0.235821,937.929,6.33952
1882,17.6794,0.245494,938.369,6.59359
1883,17.7002,0.255714,938.845,6.86504
1884,17.7196,0.266968,939.363,7.16874
1885,17.7371,0.280054,939.93,7.52852
1886,17.7523,0.296191,940.56,7.98018
1887,17.7644,0.31711,941.276,8.57378
1888,17.7721,0.345073,942.113,9.37343
1889,17.7734,0.382705,943.129,10.452
1890,17.7651,0.432558,944.412,11.8785
1891,17.7428,0.49631,946.089,13.6961
1892,17.7002,0.573582,948.329,15.89
1893,17.6305,0.660404,951.325,18.3458
1894,17.5276,0.747781,955.247,20.8102
1895,17.3896,0.82162,960.141,22.8893
1896,17.2235,0.865789,965.815,24.1345
1897,17.0452,0.868569,971.819,24.2223
1898,16.8758,0.828831,977.568,23.1257
1899,16.7326,0.756695,982.579,21.1312
1900,16.624,0.668093,986.619,18.6864
1901,16.5495,0.578075,989.708,16.2129
1902,16.5032,0.497144,992.011,14.0045
1903,16.4778,0.430966,993.733,12.2196
1904,16.4667,0.381648,995.062,10.9162
1905,16.4644,0.349127,996.148,10.091
1906,16.4671,0.33218,997.102,9.70825
1907,16.4715,0.329115,998.013,9.72022
1908,16.4754,0.338279,998.952,10.0823
1909,16.4763,0.358351,999.985,10.7609
1910,16.472,0.388373,1001.18,11.7324
1911,16.4599,0.427499,1002.62,12.9751
1912,16.437,0.474541,1004.39,14.4548
1913,16.4004,0.527398,1006.58,16.108
1914,16.3471,0.582521,1009.29,17.8258
1915,16.2756,0.634636,1012.55,19.4457
1916,16.1865,0.677109,1016.34,20.7639
1917,16.0838,0.703196,1020.55,21.5738
1918,15.9744,0.707985,1024.96,21.7255
1919,15.8675,0.69015,1029.28,21.1802
1920,15.7713,0.652439,1033.27,20.0242
1921,15.6919,0.600576,1036.74,18.4348
1922,15.6315,0.541296,1039.61,16.6199
1923,15.5897,0.480608,1041.92,14.7641
1924,15.5643,0.422887,1043.71,13.0016
1925,15.5522,0.37076,1045.1,11.4126
1926,15.5505,0.325429,1046.17,10.0332
1927,15.5566,0.287113,1047,8.8693
1928,15.5686,0.255432,1047.65,7.90857
1929,15.5848,0.229691,1048.17,7.12889
1930,15.6041,0.209063,1048.6,6.50425
1931,15.6256,0.192699,1048.96,6.00826
1932,15.6488,0.179799,1049.27,5.6162
1933,15.6732,0.169651,1049.55,5.30622
1934,15.6986,0.161644,1049.79,5.05978
1935,15.7246,0.155275,1050.02,4.86173
1936,15.7512,0.15014,1050.23,4.70003
1937,15.7783,0.145924,1050.42,4.56531
1938,15.8057,0.142384,1050.61,4.45044
1939,15.8335,0.139339,1050.79,4.35005
1940,15.8615,0.13665,1050.96,4.26015
1941,15.8898,0.134219,1051.12,4.17782
1942,15.9183,0.13197,1051.28,4.10092
1943,15.947,0.12985,1051.44,4.02792
1944,15.976,0.127822,1051.58,3.95774
1945,16.0051,0.125859,1051.73,3.88961
1946,16.0344,0.123943,1051.86,3.82304
1947,16.0639,0.122061,1052,3.75769
1948,16.0936,0.120208,1052.13,3.69338
1949,16.1235,0.118379,1052.25,3.63003
1950,16.1536,0.116574,1052.37,3.56764
1951,16.1838,0.114794,1052.49,3.50626
1952,16.2142,0.113043,1052.61,3.44599
1953,16.2447,0.111324,1052.72,3.38696
1954,16.2755,0.109643,1052.82,3.32934
1955,16.3063,0.108005,1052.93,3.27332
1956,16.3374,0.106419,1053.02,3.2191
1957,16.3686,0.104892,1053.12,3.16692
1958,16.3999,0.103431,1053.22,3.11703
1959,16.4314,0.102046,1053.31,3.06968
1960,16.463,0.100747,1053.4,3.02517
1961,16.4947,0.0995446,1053.48,2.98381
1962,16.5266,0.0984497,1053.57,2.94593
1963,16.5585,0.097475,1053.65,2.91189
